"","ticker","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","$MMM11","RT @TalkMarkets: The Threat and Risk of Rising Interest Rates: Separating Fact from Fiction $JNJ $MCD $MCK $PG $MMM $SPX $TNX https://t.co/…",FALSE,0,NA,2017-03-25 04:39:37,FALSE,NA,"845495360457977856",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","diggingplatinum",1,TRUE,FALSE,NA,NA
"12","$MMM12","The Threat and Risk of Rising Interest Rates: Separating Fact from Fiction $JNJ $MCD $MCK $PG $MMM $SPX $TNX https://t.co/SJ3eDlmCrY",FALSE,0,NA,2017-03-25 04:39:04,FALSE,NA,"845495221551087616",NA,"<a href=""http://www.talkmarkets.com"" rel=""nofollow"">TalkMarkets</a>","TalkMarkets",1,FALSE,FALSE,NA,NA
"13","$MMM13","$MMM! $IT $MET $TEN $SEAS
$EARN $MR $AXE
$TAP $AT $DATA",FALSE,0,NA,2017-03-25 03:49:42,FALSE,NA,"845482799813537792",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","stockbard",0,FALSE,FALSE,NA,NA
"14","$MMM14","The Threat and Risk of Rising Interest Rates: Separating Fact from Fiction  $JNJ  $MCD  $MCK  $PG  $MMM  $SPX  $TNX https://t.co/qSK4aHQorj",FALSE,0,NA,2017-03-25 03:28:51,FALSE,NA,"845477552437284865",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarketsUpChuck",0,FALSE,FALSE,NA,NA
"15","$MMM15","RT @DvdndDiplomats: Berts 5 ""Always Buy"" Stocks $JNJ $PEP $MMM $EMR $TGT #Target #Pepsi #Consumer #Coffee #Retail #Shop #Life #Money https:…",FALSE,0,NA,2017-03-25 02:54:07,FALSE,NA,"845468811952295937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TeacherInvestor",2,TRUE,FALSE,NA,NA
"16","$MMM16","Berts 5 ""Always Buy"" Stocks $JNJ $PEP $MMM $EMR $TGT #Target #Pepsi #Consumer #Coffee #Retail #Shop #Life #Money https://t.co/tRtOldCLug",FALSE,3,NA,2017-03-25 02:49:28,FALSE,NA,"845467642945327104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DvdndDiplomats",2,FALSE,FALSE,NA,NA
"17","$ABT1","Customized research for $WPHM vs. $ABT! https://t.co/DJnRKpvrhU",FALSE,0,NA,2017-03-25 21:48:19,FALSE,NA,"845754243327770625",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"18","$ABT2","Customized research for $WNDM vs. $ABT! https://t.co/4daeCYkRAo",FALSE,0,NA,2017-03-25 20:10:13,FALSE,NA,"845729554211622912",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"19","$ABT3","RT @AliciaMcElhaney: Abbott $ABT has divested part of its 13% stake in Mylan $MYL. Now owns 4%. More coming soon but in the meantime, perha…",FALSE,0,NA,2017-03-25 17:32:38,FALSE,NA,"845689897503653888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ashmarin_yuriy",4,TRUE,FALSE,NA,NA
"20","$ABT4","Loomis Sayles &amp; Co. L P Takes Position in Abbott Laboratories $ABT https://t.co/UXVao8G1GC",FALSE,0,NA,2017-03-25 12:10:26,FALSE,NA,"845608813692702720",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TickerReport",0,FALSE,FALSE,NA,NA
"21","$ABT5","Loomis Sayles &amp; Co. L P Takes Position in Abbott Laboratories $ABT https://t.co/w5KqDROf7r",FALSE,0,NA,2017-03-25 12:09:39,FALSE,NA,"845608617453740033",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","TickerReport",0,FALSE,FALSE,NA,NA
"22","$ABT6","Orbimed Advisors LLC Has $9,426,000 Stake in Abbott Laboratories $ABT https://t.co/TLhSq3Oedo",FALSE,0,NA,2017-03-25 12:05:57,FALSE,NA,"845607686272159744",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","intercooleronli",0,FALSE,FALSE,NA,NA
"23","$ABT7","Glg LLC Increases Stake in Abbott Laboratories $ABT https://t.co/PvLQAHzSpi",FALSE,0,NA,2017-03-25 12:03:23,FALSE,NA,"845607041506988033",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","midetimes",0,FALSE,FALSE,NA,NA
"24","$ABT8","Want a great setup? Look at $ABT https://t.co/GCx2bd2wK8 #Social #art",FALSE,0,NA,2017-03-25 11:10:54,FALSE,NA,"845593832205012993",NA,"<a href=""http://www.chartmill.com"" rel=""nofollow"">www.chartmill.com</a>","ChartMill",0,FALSE,FALSE,NA,NA
"25","$ABT9","Customized research for $VPRIF vs. $ABT! https://t.co/7R5z6Ridb1",FALSE,0,NA,2017-03-25 02:20:35,FALSE,NA,"845460373406859264",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","specstockscom",0,FALSE,FALSE,NA,NA
"26","$ABT10","Feeling the need for a nice setup today? Check out $ABT at https://t.co/ahzcHxCnjJ #WomensHistoryMonth #leadership",FALSE,0,NA,2017-03-25 01:01:54,FALSE,NA,"845440572580122624",NA,"<a href=""http://www.chartmill.com"" rel=""nofollow"">www.chartmill.com</a>","ChartMill",0,FALSE,FALSE,NA,NA
"27","$ABBV1","$ABBV resting after a nice run up. https://t.co/pwtXRzfG6i",FALSE,0,NA,2017-03-25 23:25:54,FALSE,NA,"845778799434252288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mjekm5",0,FALSE,FALSE,NA,NA
"28","$ABBV2","RT @theflynews: Trump Effect: Week In Review $BWXT $MYL $CELG $BMY $LLY $PFE $ABBV $AMGN $VRX $AGN $TRP $CHTR $AET $ANTM $CNC $CI… https://…",FALSE,0,NA,2017-03-25 22:20:04,FALSE,NA,"845762233007263746",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ndstuff541585",6,TRUE,FALSE,NA,NA
"29","$ABBV3","RT @theflynews: Trump Effect: Week In Review $BWXT $MYL $CELG $BMY $LLY $PFE $ABBV $AMGN $VRX $AGN $TRP $CHTR $AET $ANTM $CNC $CI… https://…",FALSE,0,NA,2017-03-25 22:16:22,FALSE,NA,"845761299816550400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FxfollowerCA",6,TRUE,FALSE,NA,NA
"30","$ABBV4","Can You Guess Which Drugmaker Has the Most Debt? (Hint: It's Not Valeant) https://t.co/KhYZQSS68X $VRX $PFE $ABBV https://t.co/m4nsxInEMM",FALSE,0,NA,2017-03-25 19:04:46,FALSE,NA,"845713083142213632",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","SFinanciers",0,FALSE,FALSE,NA,NA
"31","$ABBV5","RT @theflynews: Trump Effect: Week In Review $BWXT $MYL $CELG $BMY $LLY $PFE $ABBV $AMGN $VRX $AGN $TRP $CHTR $AET $ANTM $CNC $CI… https://…",FALSE,0,NA,2017-03-25 18:59:43,FALSE,NA,"845711813308301312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChfTricks",6,TRUE,FALSE,NA,NA
"32","$ABBV6","@LSinnv @BigChodu Crowded&amp; $MGNX needs to execute,010 novelty should help,good to secure prtnr robust in the space(… https://t.co/ayi8wPehsi",FALSE,2,"LSinnv",2017-03-25 17:51:53,TRUE,"845673171193925632","845694743887724544","3302318273","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JasonHolman5",0,FALSE,FALSE,NA,NA
"33","$ABBV7","RT @jjjinvesting: 10 High-Yield Dividend Aristocrats Worth Considering https://t.co/Nneb3blS5n $ABBV $ADP $CVX $ED $MDU $NUE $O $ORI $SDY $…",FALSE,0,NA,2017-03-25 17:00:04,FALSE,NA,"845681703423295492",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","diggingplatinum",1,TRUE,FALSE,NA,NA
"34","$ABBV8","10 High-Yield Dividend Aristocrats Worth Considering https://t.co/Nneb3blS5n $ABBV $ADP $CVX $ED $MDU $NUE $O $ORI $SDY $T $TGT $UTX",FALSE,1,NA,2017-03-25 16:59:25,FALSE,NA,"845681539459506176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jjjinvesting",1,FALSE,FALSE,NA,NA
"35","$ABBV9","RT @SureDividend: Joel Greenblatt’s Top 20 High Dividend Stocks
https://t.co/f6WdUsCXRo
$MO $CSCO $WU $KO $PM $QCOM $PFE $ABBV $GRMN $GPS $…",FALSE,0,NA,2017-03-25 15:59:39,FALSE,NA,"845666497909460992",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","diggingplatinum",1,TRUE,FALSE,NA,NA
"36","$ABBV10","Joel Greenblatt’s Top 20 High Dividend Stocks
https://t.co/f6WdUsCXRo
$MO $CSCO $WU $KO $PM $QCOM $PFE $ABBV $GRMN $GPS $CVX $GM $TGT $VZ $T",FALSE,3,NA,2017-03-25 15:56:51,FALSE,NA,"845665792343654400",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","SureDividend",1,FALSE,FALSE,NA,NA
"37","$ABBV11","$ABBV is breaking out! Here's some analysis https://t.co/BVPGZAFzyK #Crypto #Srategy",FALSE,0,NA,2017-03-25 15:22:54,FALSE,NA,"845657249368473600",NA,"<a href=""http://www.chartmill.com"" rel=""nofollow"">www.chartmill.com</a>","ChartMill",0,FALSE,FALSE,NA,NA
"38","$ABBV12","$ABBV Weekly. Another doji https://t.co/QSe131GlRb",FALSE,0,NA,2017-03-25 11:25:27,FALSE,NA,"845597493362671616",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","astruzynski",0,FALSE,FALSE,NA,NA
"39","$ABBV13","AbbVie Inc $ABBV Stake Cut by Employees Retirement System of Texas https://t.co/XLZ250zugc",FALSE,0,NA,2017-03-25 10:44:00,FALSE,NA,"845587062791294976",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","TickerReport",0,FALSE,FALSE,NA,NA
"40","$ABBV14","AbbVie Inc $ABBV Stake Cut by Employees Retirement System of Texas https://t.co/JF6IRaBxbT",FALSE,0,NA,2017-03-25 10:40:27,FALSE,NA,"845586169647824896",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TickerReport",0,FALSE,FALSE,NA,NA
"41","$ABBV15","First Allied Advisory Services Inc. Lowers Stake in AbbVie Inc $ABBV https://t.co/k8ZPmOmCNF",FALSE,0,NA,2017-03-25 10:30:31,FALSE,NA,"845583668110381056",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WKRBNews",0,FALSE,FALSE,NA,NA
"42","$ABBV16","First Allied Advisory Services Inc. Lowers Stake in AbbVie Inc $ABBV https://t.co/zvqlDFjidp",FALSE,0,NA,2017-03-25 10:29:13,FALSE,NA,"845583339780235264",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","WKRBNews",0,FALSE,FALSE,NA,NA
"43","$ABBV17","RT @theflynews: Trump Effect: Week In Review $BWXT $MYL $CELG $BMY $LLY $PFE $ABBV $AMGN $VRX $AGN $TRP $CHTR $AET $ANTM $CNC $CI… https://…",FALSE,0,NA,2017-03-25 08:04:08,FALSE,NA,"845546830628818945",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hockey8Canada",6,TRUE,FALSE,NA,NA
"44","$ABBV18","RT @AndyBiotech: Strategies and challenges for the next generation of antibody–drug conjugates

https://t.co/zFxqIQqJWh
$SGEN $IMMU $IMGN $…",FALSE,0,NA,2017-03-25 05:59:28,FALSE,NA,"845515456089800704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deepakbarring",24,TRUE,FALSE,NA,NA
"45","$ABBV19","RT @SwingTradeBot: Stocks in a #CANSLIM Three Weeks Tight Pattern: $MSFT $AAPL $CSCO $FB $PG $EA $SWKS $NTES $AMZN $ABBV $DIS $STUDY https:…",FALSE,0,NA,2017-03-25 00:26:05,FALSE,NA,"845431556495867905",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","diggingplatinum",1,TRUE,FALSE,NA,NA
"46","$ABBV20","Stocks in a #CANSLIM Three Weeks Tight Pattern: $MSFT $AAPL $CSCO $FB $PG $EA $SWKS $NTES $AMZN $ABBV $DIS $STUDY https://t.co/yW40V4Pmj6",FALSE,0,NA,2017-03-25 00:11:41,FALSE,NA,"845427934051663872",NA,"<a href=""http://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","SwingTradeBot",1,FALSE,FALSE,NA,NA
"47","$ACN1","RT @SeekingAlpha: Accenture To Acquire First Annapolis For Payments Consulting https://t.co/dvaqMlh23W $ACN",FALSE,0,NA,2017-03-25 22:37:58,FALSE,NA,"845766735756189696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","calidoug",2,TRUE,FALSE,NA,NA
"48","$ACN2","Accenture To Acquire First Annapolis For Payments Consulting $ACN https://t.co/hwZXpNp4KA #Investing #Stocks https://t.co/PzVYvF72NS",FALSE,1,NA,2017-03-25 22:13:19,FALSE,NA,"845760532728623104",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","PennyStocksMomo",0,FALSE,FALSE,NA,NA
"49","$ACN3","Accenture To Acquire First Annapolis For Payments Consulting #Investing #Stocks #ACN $ACN https://t.co/rmtdUfCuSR https://t.co/z7EEvxuypi",FALSE,1,NA,2017-03-25 22:13:12,FALSE,NA,"845760504673046530",NA,"<a href=""http://www.wlst.com"" rel=""nofollow"">wlst</a>","wlstcom",0,FALSE,FALSE,NA,NA
"50","$ACN4","Accenture To Acquire First Annapolis For Payments Consulting $ACN https://t.co/ZOqBaqLwHV #Investing #Stocks https://t.co/38vOjiLmhV",FALSE,1,NA,2017-03-25 22:13:10,FALSE,NA,"845760496108126209",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","AlertTrade",0,FALSE,FALSE,NA,NA
"51","$ACN5","Accenture To Acquire First Annapolis For Payments Consulting https://t.co/j1xri9VRGO $ACN",FALSE,1,NA,2017-03-25 22:12:30,FALSE,NA,"845760330756173826",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","sarvarbhat",0,FALSE,FALSE,NA,NA
"52","$ACN6","Accenture To Acquire First Annapolis For Payments Consulting https://t.co/vZPPi9f7SN $ACN",FALSE,1,NA,2017-03-25 22:09:17,FALSE,NA,"845759517543428097",NA,"<a href=""http://seekingalpha.com"" rel=""nofollow"">Seeking Alpha</a>","SEEKINGALPHA_FS",0,FALSE,FALSE,NA,NA
"53","$ACN7","Accenture To Acquire First Annapolis For Payments Consulting https://t.co/dvaqMlh23W $ACN",FALSE,2,NA,2017-03-25 22:09:16,FALSE,NA,"845759515622424576",NA,"<a href=""http://seekingalpha.com"" rel=""nofollow"">Seeking Alpha</a>","SeekingAlpha",2,FALSE,FALSE,NA,NA
"54","$ACN8","Accenture Plc $ACN Stock Rating Reaffirmed by Cantor Fitzgerald https://t.co/ae8dqmehw5",FALSE,1,NA,2017-03-25 18:17:55,FALSE,NA,"845701295772192769",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AmericanBanking",0,FALSE,FALSE,NA,NA
"55","$ACN9","Accenture Plc $ACN Stock Rating Reaffirmed by Cantor Fitzgerald https://t.co/59vxXWho85",FALSE,1,NA,2017-03-25 18:12:27,FALSE,NA,"845699918748696577",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","intercooleronli",0,FALSE,FALSE,NA,NA
"56","$ACN10","Accenture Plc $ACN Stock Rating Reaffirmed by Cantor Fitzgerald https://t.co/9BuzypMqWr #acn",FALSE,1,NA,2017-03-25 18:12:22,FALSE,NA,"845699898465009664",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ConsumerFeed",0,FALSE,FALSE,NA,NA
"57","$ACN11","Why Zillow Group, Proofpoint, and #Accenture Slumped Today. Read more: https://t.co/oe6YbG9g2e $ACN",FALSE,2,NA,2017-03-25 16:44:10,FALSE,NA,"845677701469908993",NA,"<a href=""https://www.owler.com"" rel=""nofollow"">business sup service</a>","business_supser",0,FALSE,FALSE,NA,NA
"58","$ACN12","Accenture Plc $ACN Stock Rating Reaffirmed by Evercore ISI https://t.co/tZmdytTO8a",FALSE,1,NA,2017-03-25 15:35:20,FALSE,NA,"845660378260496388",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AmericanBanking",0,FALSE,FALSE,NA,NA
"59","$ACN13","Accenture Plc $ACN Stock Rating Reaffirmed by Evercore ISI https://t.co/mmKIg3y0JC #acn",FALSE,1,NA,2017-03-25 15:33:33,FALSE,NA,"845659929486725120",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ConsumerFeed",0,FALSE,FALSE,NA,NA
"60","$ACN14","Accenture Plc $ACN Stock Rating Reaffirmed by Evercore ISI https://t.co/k9K4bxUSLs",FALSE,1,NA,2017-03-25 15:32:35,FALSE,NA,"845659684707160066",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","intercooleronli",0,FALSE,FALSE,NA,NA
"61","$ACN15","Accenture Plc $ACN Stock Rating Reaffirmed by Evercore ISI https://t.co/PKnEc3zKWW",FALSE,1,NA,2017-03-25 15:32:21,FALSE,NA,"845659628532908032",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","midetimes",0,FALSE,FALSE,NA,NA
"62","$ACN16","Evercore ISI Reaffirms “Outperform” Rating for Accenture Plc $ACN https://t.co/TJy7vTgmDW",FALSE,1,NA,2017-03-25 15:29:55,FALSE,NA,"845659016441286658",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","WKRBNews",0,FALSE,FALSE,NA,NA
"63","$ACN17","Evercore ISI Reaffirms “Outperform” Rating for Accenture Plc $ACN https://t.co/08QaT3QJMq",FALSE,1,NA,2017-03-25 15:25:54,FALSE,NA,"845658004276031489",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WKRBNews",0,FALSE,FALSE,NA,NA
"64","$ACN18","Evercore ISI Reaffirms “Outperform” Rating for Accenture Plc $ACN https://t.co/R6HKKusGpU",FALSE,1,NA,2017-03-25 15:23:28,FALSE,NA,"845657393216307201",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","ConsumerFeed",0,FALSE,FALSE,NA,NA
"65","$ACN19","Accenture Plc $ACN Rating Reiterated by Evercore ISI https://t.co/Jds0mbdpqG",FALSE,1,NA,2017-03-25 15:16:27,FALSE,NA,"845655627657568258",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AmericanBanking",0,FALSE,FALSE,NA,NA
"66","$ACN20","Accenture Plc $ACN Rating Reiterated by Evercore ISI https://t.co/Cnxmz3qh9g",FALSE,1,NA,2017-03-25 15:13:56,FALSE,NA,"845654992736456704",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","intercooleronli",0,FALSE,FALSE,NA,NA
"67","$ACN21","Accenture Plc $ACN Rating Reiterated by Evercore ISI https://t.co/VZ3TjB0K4c",FALSE,1,NA,2017-03-25 15:11:45,FALSE,NA,"845654444498997248",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TickerReport",0,FALSE,FALSE,NA,NA
"68","$ACN22","Accenture Plc $ACN Rating Reiterated by Evercore ISI https://t.co/ZdSIr2lHjk",FALSE,1,NA,2017-03-25 15:06:11,FALSE,NA,"845653040824795136",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","TickerReport",0,FALSE,FALSE,NA,NA
"69","$ACN23","Accenture Plc $ACN Rating Reiterated by Evercore ISI https://t.co/VGIWp08ABY #acn",FALSE,1,NA,2017-03-25 15:05:12,FALSE,NA,"845652794984054784",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ConsumerFeed",0,FALSE,FALSE,NA,NA
"70","$ACN24","Accenture Plc's outperform rating reiterated at Evercore ISI. https://t.co/8FUDmqnY2j $ACN #ACN",FALSE,1,NA,2017-03-25 14:48:21,FALSE,NA,"845648556434358273",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AmericanBanking",0,FALSE,FALSE,NA,NA
"71","$ACN25","Evercore ISI Reaffirms “Outperform” Rating for Accenture Plc $ACN https://t.co/QVftukYMpx",FALSE,1,NA,2017-03-25 14:47:17,FALSE,NA,"845648287776563201",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","WatchlistN",0,FALSE,FALSE,NA,NA
"72","$ACN26","Accenture Plc's outperform rating reiterated at Evercore ISI. https://t.co/6lfwdYsYWE $ACN #ACN",FALSE,2,NA,2017-03-25 14:47:12,FALSE,NA,"845648266305978368",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","RatingsNetwork",1,FALSE,FALSE,NA,NA
"73","$ACN27","Accenture Plc's outperform rating reiterated at Evercore ISI. https://t.co/00lXnGjwjj $ACN #ACN",FALSE,1,NA,2017-03-25 14:45:54,FALSE,NA,"845647939544473601",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ConsumerFeed",0,FALSE,FALSE,NA,NA
"74","$ACN28","Stifel Nicolaus Boosts Accenture Plc $ACN Price Target to $138.00 https://t.co/2tBqu3UkG1",FALSE,1,NA,2017-03-25 13:49:47,FALSE,NA,"845633814185594881",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AmericanBanking",0,FALSE,FALSE,NA,NA
"75","$ACN29","Stifel Nicolaus Boosts Accenture Plc $ACN Price Target to $138.00 https://t.co/Kj2MTJj0iP",FALSE,1,NA,2017-03-25 13:44:15,FALSE,NA,"845632422297374721",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","intercooleronli",0,FALSE,FALSE,NA,NA
"76","$ACN30","Stifel Nicolaus Boosts Accenture Plc $ACN Price Target to $138.00 https://t.co/jPszfjqfNi #acn",FALSE,1,NA,2017-03-25 13:44:14,FALSE,NA,"845632418560327682",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ConsumerFeed",0,FALSE,FALSE,NA,NA
"77","$ACN31","RT @TradersCom: Accenture #earnings show Digital #Cloud Worrying Times for #India #Software #Outsourcing $ACN $SPY https://t.co/yOKXLZzNm5",FALSE,0,NA,2017-03-25 13:41:55,FALSE,NA,"845631834251714560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fa078a2f38c645d",2,TRUE,FALSE,NA,NA
"78","$ACN32","RT @StockTwits: UPCOMING EARNINGS

Mon - $JMBA
Tue - $FRAN $NKE $FDX $GIS $PBR
Wed - $WGO $PVH
Thu - $ACN $MU $CAG $GME
Fri - $FINL

https:…",FALSE,0,NA,2017-03-25 12:50:00,FALSE,NA,"845618772383879168",NA,"<a href=""http://www.chartmill.com"" rel=""nofollow"">www.chartmill.com</a>","ChartMill",31,TRUE,FALSE,NA,NA
"79","$ACN33","#Accenture launches liquid studio in Sydney. Read more: https://t.co/k9uI5ABbLi $ACN",FALSE,1,NA,2017-03-25 11:05:04,FALSE,NA,"845592361598013442",NA,"<a href=""https://www.owler.com"" rel=""nofollow"">business sup service</a>","business_supser",0,FALSE,FALSE,NA,NA
